bartels,R1,R2,p,p_stat,p_time,p_syst,He,He_stat,He_time,He_syst,p/He,p/He_stat,p/He_time,p/He_syst
2429,45.1,48.5,3.873e-1,0.017e-1,0.028e-1,0.062e-1,7.958e-2,0.087e-2,0.070e-2,0.132e-2,4.867,0.057,0.056,0.101
2429,48.5,52.2,3.123e-1,0.015e-1,0.023e-1,0.051e-1,6.688e-2,0.076e-2,0.061e-2,0.112e-2,4.670,0.058,0.055,0.098
2429,52.2,56.1,2.553e-1,0.013e-1,0.020e-1,0.043e-1,5.468e-2,0.067e-2,0.051e-2,0.092e-2,4.668,0.062,0.056,0.098
2429,56.1,60.3,2.088e-1,0.012e-1,0.016e-1,0.035e-1,4.437e-2,0.058e-2,0.042e-2,0.075e-2,4.705,0.066,0.058,0.100
2430,1.00,1.16,8.827e+2,0.044e+2,0.117e+2,0.392e+2,,,,,,,,
2430,1.16,1.33,8.625e+2,0.025e+2,0.084e+2,0.305e+2,,,,,,,,
2430,1.33,1.51,8.132e+2,0.021e+2,0.061e+2,0.233e+2,,,,,,,,
2430,1.51,1.71,7.503e+2,0.015e+2,0.047e+2,0.195e+2,,,,,,,,
2430,1.71,1.92,6.770e+2,0.013e+2,0.037e+2,0.159e+2,,,,,,,,
2430,1.92,2.15,5.974e+2,0.011e+2,0.029e+2,0.128e+2,7.120e+1,0.041e+1,0.054e+1,0.152e+1,8.390,0.051,0.076,0.243
2430,2.15,2.40,5.181e+2,0.009e+2,0.024e+2,0.103e+2,6.580e+1,0.035e+1,0.044e+1,0.124e+1,7.874,0.044,0.064,0.205
2430,2.40,2.67,4.448e+2,0.007e+2,0.019e+2,0.084e+2,6.042e+1,0.029e+1,0.037e+1,0.104e+1,7.361,0.038,0.056,0.176
2430,2.67,2.97,3.811e+2,0.006e+2,0.016e+2,0.066e+2,5.302e+1,0.024e+1,0.031e+1,0.086e+1,7.188,0.035,0.053,0.162
2430,2.97,3.29,3.204e+2,0.005e+2,0.014e+2,0.053e+2,4.623e+1,0.020e+1,0.025e+1,0.073e+1,6.931,0.032,0.048,0.150
2430,3.29,3.64,2.689e+2,0.004e+2,0.012e+2,0.043e+2,3.969e+1,0.017e+1,0.020e+1,0.062e+1,6.776,0.031,0.045,0.143
2430,3.64,4.02,2.238e+2,0.003e+2,0.010e+2,0.035e+2,3.375e+1,0.014e+1,0.016e+1,0.051e+1,6.631,0.030,0.043,0.137
2430,4.02,4.43,1.846e+2,0.003e+2,0.008e+2,0.028e+2,2.849e+1,0.012e+1,0.013e+1,0.043e+1,6.478,0.028,0.041,0.130
2430,4.43,4.88,1.517e+2,0.002e+2,0.007e+2,0.023e+2,2.363e+1,0.009e+1,0.010e+1,0.035e+1,6.421,0.027,0.040,0.127
2430,4.88,5.37,1.241e+2,0.002e+2,0.005e+2,0.018e+2,1.952e+1,0.008e+1,0.008e+1,0.029e+1,6.355,0.026,0.037,0.124
2430,5.37,5.90,1.006e+2,0.001e+2,0.004e+2,0.014e+2,1.625e+1,0.006e+1,0.006e+1,0.024e+1,6.190,0.025,0.035,0.118
2430,5.90,6.47,8.139e+1,0.012e+1,0.031e+1,0.114e+1,1.329e+1,0.005e+1,0.005e+1,0.019e+1,6.123,0.025,0.033,0.115
2430,6.47,7.09,6.598e+1,0.010e+1,0.024e+1,0.092e+1,1.090e+1,0.004e+1,0.004e+1,0.016e+1,6.055,0.025,0.033,0.113
2430,7.09,7.76,5.339e+1,0.008e+1,0.020e+1,0.074e+1,8.862e+0,0.034e+0,0.035e+0,0.129e+0,6.025,0.025,0.033,0.111
2430,7.76,8.48,4.300e+1,0.007e+1,0.016e+1,0.059e+1,7.246e+0,0.028e+0,0.030e+0,0.105e+0,5.934,0.025,0.033,0.108
2430,8.48,9.26,3.464e+1,0.005e+1,0.013e+1,0.047e+1,5.931e+0,0.024e+0,0.025e+0,0.086e+0,5.841,0.025,0.033,0.106
2430,9.26,10.1,2.779e+1,0.005e+1,0.010e+1,0.038e+1,4.817e+0,0.020e+0,0.021e+0,0.070e+0,5.769,0.026,0.034,0.105
2430,10.1,11.0,2.238e+1,0.004e+1,0.009e+1,0.030e+1,3.953e+0,0.017e+0,0.018e+0,0.057e+0,5.662,0.027,0.034,0.102
2430,11.0,12.0,1.790e+1,0.003e+1,0.007e+1,0.024e+1,3.153e+0,0.014e+0,0.015e+0,0.046e+0,5.678,0.028,0.035,0.103
2430,12.0,13.0,1.445e+1,0.003e+1,0.006e+1,0.020e+1,2.588e+0,0.013e+0,0.013e+0,0.038e+0,5.583,0.030,0.036,0.102
2430,13.0,14.1,1.166e+1,0.002e+1,0.005e+1,0.016e+1,2.103e+0,0.011e+0,0.011e+0,0.031e+0,5.547,0.031,0.038,0.102
2430,14.1,15.3,9.407e+0,0.020e+0,0.042e+0,0.133e+0,1.727e+0,0.009e+0,0.010e+0,0.025e+0,5.446,0.031,0.039,0.100
2430,15.3,16.6,7.587e+0,0.016e+0,0.035e+0,0.108e+0,1.395e+0,0.008e+0,0.008e+0,0.021e+0,5.437,0.032,0.040,0.101
2430,16.6,18.0,6.061e+0,0.014e+0,0.029e+0,0.087e+0,1.147e+0,0.006e+0,0.007e+0,0.018e+0,5.285,0.032,0.041,0.099
2430,18.0,19.5,4.888e+0,0.011e+0,0.024e+0,0.072e+0,9.279e-1,0.053e-1,0.060e-1,0.140e-1,5.267,0.032,0.043,0.099
2430,19.5,21.1,3.927e+0,0.009e+0,0.020e+0,0.058e+0,7.503e-1,0.044e-1,0.051e-1,0.114e-1,5.235,0.033,0.044,0.099
2430,21.1,22.8,3.169e+0,0.008e+0,0.017e+0,0.048e+0,6.132e-1,0.037e-1,0.042e-1,0.094e-1,5.167,0.034,0.045,0.099
2430,22.8,24.7,2.556e+0,0.006e+0,0.014e+0,0.038e+0,5.009e-1,0.030e-1,0.035e-1,0.077e-1,5.103,0.033,0.045,0.098
2430,24.7,26.7,2.042e+0,0.005e+0,0.011e+0,0.031e+0,4.079e-1,0.026e-1,0.029e-1,0.063e-1,5.005,0.035,0.045,0.097
2430,26.7,28.8,1.658e+0,0.005e+0,0.010e+0,0.025e+0,3.313e-1,0.023e-1,0.025e-1,0.051e-1,5.005,0.037,0.047,0.097
2430,28.8,31.1,1.334e+0,0.004e+0,0.008e+0,0.021e+0,2.696e-1,0.019e-1,0.020e-1,0.042e-1,4.949,0.038,0.047,0.097
2430,31.1,33.5,1.084e+0,0.003e+0,0.006e+0,0.017e+0,2.194e-1,0.017e-1,0.017e-1,0.035e-1,4.941,0.042,0.049,0.097
2430,33.5,36.1,8.768e-1,0.030e-1,0.054e-1,0.135e-1,1.791e-1,0.015e-1,0.014e-1,0.029e-1,4.896,0.044,0.050,0.097
2430,36.1,38.9,7.075e-1,0.026e-1,0.045e-1,0.110e-1,1.456e-1,0.013e-1,0.012e-1,0.024e-1,4.859,0.046,0.050,0.098
2430,38.9,41.9,5.784e-1,0.022e-1,0.037e-1,0.090e-1,1.199e-1,0.011e-1,0.010e-1,0.019e-1,4.824,0.049,0.051,0.098
2430,41.9,45.1,4.751e-1,0.020e-1,0.031e-1,0.075e-1,9.850e-2,0.098e-2,0.086e-2,0.162e-2,4.823,0.052,0.053,0.099
2430,45.1,48.5,3.818e-1,0.017e-1,0.026e-1,0.061e-1,8.061e-2,0.086e-2,0.072e-2,0.134e-2,4.737,0.055,0.053,0.098
2430,48.5,52.2,3.117e-1,0.015e-1,0.022e-1,0.050e-1,6.570e-2,0.074e-2,0.060e-2,0.110e-2,4.744,0.058,0.054,0.099
2430,52.2,56.1,2.566e-1,0.013e-1,0.018e-1,0.042e-1,5.393e-2,0.065e-2,0.051e-2,0.091e-2,4.759,0.062,0.056,0.100
2430,56.1,60.3,2.082e-1,0.011e-1,0.015e-1,0.035e-1,4.448e-2,0.057e-2,0.043e-2,0.076e-2,4.679,0.065,0.056,0.099
2431,1.00,1.16,7.898e+2,0.046e+2,0.117e+2,0.355e+2,,,,,,,,
2431,1.16,1.33,7.653e+2,0.025e+2,0.082e+2,0.273e+2,,,,,,,,
2431,1.33,1.51,7.343e+2,0.020e+2,0.060e+2,0.211e+2,,,,,,,,
2431,1.51,1.71,6.849e+2,0.014e+2,0.046e+2,0.179e+2,,,,,,,,
2431,1.71,1.92,6.197e+2,0.012e+2,0.036e+2,0.146e+2,,,,,,,,
2431,1.92,2.15,5.500e+2,0.010e+2,0.029e+2,0.119e+2,6.490e+1,0.038e+1,0.054e+1,0.140e+1,8.475,0.052,0.083,0.247
2431,2.15,2.40,4.816e+2,0.008e+2,0.023e+2,0.096e+2,6.094e+1,0.033e+1,0.043e+1,0.116e+1,7.903,0.045,0.068,0.207
2431,2.40,2.67,4.170e+2,0.007e+2,0.019e+2,0.079e+2,5.550e+1,0.028e+1,0.036e+1,0.096e+1,7.514,0.040,0.060,0.181
2431,2.67,2.97,3.567e+2,0.006e+2,0.016e+2,0.062e+2,4.961e+1,0.023e+1,0.031e+1,0.082e+1,7.190,0.036,0.056,0.163
2431,2.97,3.29,3.025e+2,0.005e+2,0.014e+2,0.051e+2,4.356e+1,0.019e+1,0.026e+1,0.069e+1,6.945,0.033,0.051,0.151
2431,3.29,3.64,2.549e+2,0.004e+2,0.012e+2,0.041e+2,3.782e+1,0.016e+1,0.020e+1,0.059e+1,6.740,0.031,0.048,0.143
2431,3.64,4.02,2.131e+2,0.003e+2,0.010e+2,0.034e+2,3.193e+1,0.014e+1,0.016e+1,0.049e+1,6.672,0.030,0.046,0.138
2431,4.02,4.43,1.773e+2,0.003e+2,0.008e+2,0.027e+2,2.724e+1,0.011e+1,0.013e+1,0.041e+1,6.509,0.029,0.043,0.131
2431,4.43,4.88,1.461e+2,0.002e+2,0.007e+2,0.022e+2,2.276e+1,0.009e+1,0.010e+1,0.034e+1,6.419,0.027,0.041,0.128
2431,4.88,5.37,1.190e+2,0.002e+2,0.005e+2,0.017e+2,1.888e+1,0.007e+1,0.008e+1,0.028e+1,6.304,0.026,0.039,0.123
2431,5.37,5.90,9.704e+1,0.014e+1,0.040e+1,0.138e+1,1.564e+1,0.006e+1,0.006e+1,0.023e+1,6.205,0.026,0.036,0.119
2431,5.90,6.47,7.890e+1,0.012e+1,0.031e+1,0.111e+1,1.286e+1,0.005e+1,0.005e+1,0.019e+1,6.134,0.026,0.035,0.115
2431,6.47,7.09,6.381e+1,0.009e+1,0.024e+1,0.089e+1,1.058e+1,0.004e+1,0.004e+1,0.015e+1,6.033,0.025,0.034,0.112
2431,7.09,7.76,5.192e+1,0.008e+1,0.020e+1,0.072e+1,8.734e+0,0.034e+0,0.036e+0,0.127e+0,5.944,0.025,0.033,0.109
2431,7.76,8.48,4.187e+1,0.006e+1,0.016e+1,0.058e+1,7.092e+0,0.028e+0,0.030e+0,0.102e+0,5.904,0.025,0.033,0.108
2431,8.48,9.26,3.376e+1,0.005e+1,0.013e+1,0.046e+1,5.778e+0,0.024e+0,0.025e+0,0.084e+0,5.842,0.026,0.034,0.106
2431,9.26,10.1,2.720e+1,0.004e+1,0.011e+1,0.037e+1,4.737e+0,0.020e+0,0.021e+0,0.069e+0,5.743,0.026,0.034,0.104
2431,10.1,11.0,2.189e+1,0.004e+1,0.009e+1,0.030e+1,3.852e+0,0.017e+0,0.018e+0,0.056e+0,5.683,0.027,0.035,0.103
2431,11.0,12.0,1.766e+1,0.003e+1,0.007e+1,0.024e+1,3.162e+0,0.014e+0,0.015e+0,0.046e+0,5.583,0.027,0.035,0.101
2431,12.0,13.0,1.416e+1,0.003e+1,0.006e+1,0.019e+1,2.550e+0,0.013e+0,0.013e+0,0.037e+0,5.552,0.030,0.036,0.102
2431,13.0,14.1,1.156e+1,0.002e+1,0.005e+1,0.016e+1,2.101e+0,0.011e+0,0.011e+0,0.031e+0,5.501,0.030,0.038,0.101
2431,14.1,15.3,9.203e+0,0.019e+0,0.042e+0,0.130e+0,1.696e+0,0.009e+0,0.009e+0,0.025e+0,5.428,0.031,0.039,0.100
2431,15.3,16.6,7.436e+0,0.016e+0,0.035e+0,0.106e+0,1.378e+0,0.008e+0,0.008e+0,0.021e+0,5.395,0.032,0.040,0.100
2431,16.6,18.0,5.993e+0,0.013e+0,0.029e+0,0.087e+0,1.129e+0,0.006e+0,0.007e+0,0.017e+0,5.307,0.032,0.041,0.100
2431,18.0,19.5,4.836e+0,0.011e+0,0.024e+0,0.071e+0,9.238e-1,0.053e-1,0.059e-1,0.139e-1,5.234,0.032,0.043,0.099
2431,19.5,21.1,3.875e+0,0.009e+0,0.020e+0,0.058e+0,7.455e-1,0.044e-1,0.050e-1,0.113e-1,5.198,0.033,0.044,0.098
2431,21.1,22.8,3.129e+0,0.008e+0,0.017e+0,0.047e+0,6.154e-1,0.037e-1,0.042e-1,0.094e-1,5.085,0.033,0.044,0.097
2431,22.8,24.7,2.518e+0,0.006e+0,0.014e+0,0.038e+0,4.992e-1,0.031e-1,0.035e-1,0.077e-1,5.044,0.033,0.045,0.097
2431,24.7,26.7,2.026e+0,0.005e+0,0.012e+0,0.031e+0,4.101e-1,0.026e-1,0.030e-1,0.063e-1,4.941,0.034,0.045,0.096
2431,26.7,28.8,1.639e+0,0.005e+0,0.010e+0,0.025e+0,3.317e-1,0.023e-1,0.025e-1,0.051e-1,4.943,0.037,0.047,0.096
2431,28.8,31.1,1.322e+0,0.004e+0,0.008e+0,0.020e+0,2.709e-1,0.019e-1,0.021e-1,0.043e-1,4.879,0.038,0.047,0.096
2431,31.1,33.5,1.074e+0,0.003e+0,0.007e+0,0.017e+0,2.198e-1,0.017e-1,0.017e-1,0.035e-1,4.887,0.041,0.049,0.097
2431,33.5,36.1,8.709e-1,0.030e-1,0.055e-1,0.135e-1,1.810e-1,0.015e-1,0.015e-1,0.030e-1,4.811,0.043,0.050,0.096
2431,36.1,38.9,7.053e-1,0.026e-1,0.046e-1,0.110e-1,1.457e-1,0.013e-1,0.012e-1,0.024e-1,4.840,0.046,0.051,0.098
2431,38.9,41.9,5.744e-1,0.022e-1,0.038e-1,0.090e-1,1.212e-1,0.011e-1,0.010e-1,0.019e-1,4.739,0.048,0.052,0.097
2431,41.9,45.1,4.700e-1,0.020e-1,0.032e-1,0.074e-1,1.001e-1,0.010e-1,0.009e-1,0.017e-1,4.696,0.050,0.053,0.097
2431,45.1,48.5,3.825e-1,0.017e-1,0.027e-1,0.061e-1,8.038e-2,0.086e-2,0.073e-2,0.134e-2,4.758,0.055,0.055,0.099
2431,48.5,52.2,3.125e-1,0.015e-1,0.022e-1,0.051e-1,6.621e-2,0.074e-2,0.062e-2,0.112e-2,4.721,0.057,0.055,0.099
2431,52.2,56.1,2.545e-1,0.013e-1,0.019e-1,0.042e-1,5.312e-2,0.064e-2,0.051e-2,0.090e-2,4.791,0.063,0.058,0.101
2431,56.1,60.3,2.082e-1,0.011e-1,0.015e-1,0.035e-1,4.492e-2,0.057e-2,0.044e-2,0.077e-2,4.634,0.064,0.057,0.099
2432,1.00,1.16,8.450e+2,0.046e+2,0.124e+2,0.379e+2,,,,,,,,
2432,1.16,1.33,8.328e+2,0.025e+2,0.089e+2,0.297e+2,,,,,,,,
2432,1.33,1.51,7.942e+2,0.021e+2,0.065e+2,0.229e+2,,,,,,,,
2432,1.51,1.71,7.365e+2,0.015e+2,0.049e+2,0.192e+2,,,,,,,,
2432,1.71,1.92,6.629e+2,0.013e+2,0.039e+2,0.156e+2,,,,,,,,
2432,1.92,2.15,5.878e+2,0.010e+2,0.031e+2,0.127e+2,7.023e+1,0.040e+1,0.058e+1,0.152e+1,8.369,0.050,0.082,0.244
2432,2.15,2.40,5.121e+2,0.009e+2,0.025e+2,0.102e+2,6.512e+1,0.034e+1,0.047e+1,0.124e+1,7.863,0.044,0.069,0.206
2432,2.40,2.67,4.386e+2,0.007e+2,0.020e+2,0.083e+2,5.851e+1,0.029e+1,0.039e+1,0.102e+1,7.496,0.039,0.061,0.181
2432,2.67,2.97,3.737e+2,0.006e+2,0.017e+2,0.065e+2,5.196e+1,0.024e+1,0.033e+1,0.086e+1,7.192,0.035,0.057,0.164
2432,2.97,3.29,3.165e+2,0.005e+2,0.014e+2,0.053e+2,4.557e+1,0.020e+1,0.027e+1,0.072e+1,6.946,0.032,0.052,0.152
2432,3.29,3.64,2.652e+2,0.004e+2,0.012e+2,0.043e+2,3.920e+1,0.017e+1,0.022e+1,0.062e+1,6.765,0.031,0.049,0.144
2432,3.64,4.02,2.209e+2,0.003e+2,0.010e+2,0.035e+2,3.345e+1,0.014e+1,0.017e+1,0.051e+1,6.604,0.029,0.046,0.137
2432,4.02,4.43,1.827e+2,0.003e+2,0.009e+2,0.028e+2,2.781e+1,0.011e+1,0.014e+1,0.042e+1,6.570,0.029,0.045,0.133
2432,4.43,4.88,1.500e+2,0.002e+2,0.007e+2,0.023e+2,2.347e+1,0.009e+1,0.011e+1,0.035e+1,6.389,0.027,0.042,0.127
2432,4.88,5.37,1.224e+2,0.002e+2,0.005e+2,0.018e+2,1.933e+1,0.007e+1,0.009e+1,0.029e+1,6.330,0.026,0.040,0.124
2432,5.37,5.90,9.947e+1,0.015e+1,0.041e+1,0.142e+1,1.598e+1,0.006e+1,0.007e+1,0.024e+1,6.224,0.026,0.037,0.119
2432,5.90,6.47,8.071e+1,0.012e+1,0.032e+1,0.114e+1,1.322e+1,0.005e+1,0.006e+1,0.019e+1,6.104,0.025,0.036,0.115
2432,6.47,7.09,6.540e+1,0.010e+1,0.025e+1,0.091e+1,1.092e+1,0.004e+1,0.005e+1,0.016e+1,5.987,0.025,0.035,0.112
2432,7.09,7.76,5.294e+1,0.008e+1,0.020e+1,0.073e+1,8.854e+0,0.034e+0,0.039e+0,0.130e+0,5.979,0.025,0.035,0.111
2432,7.76,8.48,4.269e+1,0.006e+1,0.016e+1,0.059e+1,7.235e+0,0.028e+0,0.033e+0,0.105e+0,5.900,0.025,0.035,0.109
2432,8.48,9.26,3.431e+1,0.005e+1,0.013e+1,0.047e+1,5.907e+0,0.024e+0,0.028e+0,0.086e+0,5.808,0.025,0.035,0.106
2432,9.26,10.1,2.760e+1,0.005e+1,0.011e+1,0.038e+1,4.793e+0,0.020e+0,0.023e+0,0.070e+0,5.757,0.026,0.036,0.105
2432,10.1,11.0,2.211e+1,0.004e+1,0.009e+1,0.030e+1,3.900e+0,0.017e+0,0.020e+0,0.057e+0,5.670,0.027,0.037,0.104
2432,11.0,12.0,1.774e+1,0.003e+1,0.007e+1,0.024e+1,3.179e+0,0.015e+0,0.017e+0,0.047e+0,5.581,0.028,0.038,0.102
2432,12.0,13.0,1.426e+1,0.003e+1,0.006e+1,0.020e+1,2.573e+0,0.013e+0,0.014e+0,0.038e+0,5.542,0.030,0.039,0.102
2432,13.0,14.1,1.155e+1,0.002e+1,0.005e+1,0.016e+1,2.098e+0,0.011e+0,0.012e+0,0.031e+0,5.505,0.031,0.041,0.103
2432,14.1,15.3,9.338e+0,0.020e+0,0.043e+0,0.132e+0,1.713e+0,0.009e+0,0.011e+0,0.025e+0,5.450,0.031,0.042,0.102
2432,15.3,16.6,7.476e+0,0.016e+0,0.036e+0,0.107e+0,1.406e+0,0.008e+0,0.009e+0,0.021e+0,5.316,0.031,0.043,0.100
2432,16.6,18.0,6.015e+0,0.014e+0,0.030e+0,0.087e+0,1.121e+0,0.006e+0,0.008e+0,0.017e+0,5.368,0.033,0.045,0.102
2432,18.0,19.5,4.833e+0,0.011e+0,0.025e+0,0.071e+0,9.310e-1,0.054e-1,0.067e-1,0.144e-1,5.191,0.032,0.046,0.100
2432,19.5,21.1,3.863e+0,0.009e+0,0.020e+0,0.058e+0,7.481e-1,0.045e-1,0.056e-1,0.117e-1,5.163,0.033,0.047,0.099
2432,21.1,22.8,3.133e+0,0.008e+0,0.017e+0,0.047e+0,6.153e-1,0.037e-1,0.047e-1,0.097e-1,5.092,0.033,0.048,0.099
2432,22.8,24.7,2.521e+0,0.006e+0,0.014e+0,0.038e+0,4.974e-1,0.031e-1,0.039e-1,0.078e-1,5.069,0.034,0.048,0.099
2432,24.7,26.7,2.025e+0,0.005e+0,0.012e+0,0.031e+0,4.079e-1,0.026e-1,0.032e-1,0.064e-1,4.963,0.035,0.049,0.097
2432,26.7,28.8,1.639e+0,0.005e+0,0.010e+0,0.025e+0,3.305e-1,0.023e-1,0.027e-1,0.052e-1,4.959,0.037,0.050,0.098
2432,28.8,31.1,1.330e+0,0.004e+0,0.008e+0,0.021e+0,2.677e-1,0.019e-1,0.022e-1,0.043e-1,4.968,0.039,0.051,0.099
2432,31.1,33.5,1.070e+0,0.003e+0,0.007e+0,0.017e+0,2.208e-1,0.017e-1,0.019e-1,0.036e-1,4.845,0.041,0.051,0.097
2432,33.5,36.1,8.710e-1,0.030e-1,0.056e-1,0.135e-1,1.819e-1,0.015e-1,0.016e-1,0.030e-1,4.789,0.043,0.052,0.097
2432,36.1,38.9,7.049e-1,0.026e-1,0.047e-1,0.110e-1,1.456e-1,0.013e-1,0.013e-1,0.024e-1,4.840,0.047,0.053,0.099
2432,38.9,41.9,5.755e-1,0.022e-1,0.039e-1,0.090e-1,1.190e-1,0.011e-1,0.011e-1,0.019e-1,4.836,0.050,0.054,0.100
2432,41.9,45.1,4.675e-1,0.020e-1,0.033e-1,0.074e-1,9.823e-2,0.099e-2,0.090e-2,0.164e-2,4.760,0.052,0.055,0.099
2432,45.1,48.5,3.812e-1,0.017e-1,0.027e-1,0.061e-1,8.085e-2,0.087e-2,0.076e-2,0.136e-2,4.714,0.055,0.055,0.099
2432,48.5,52.2,3.101e-1,0.015e-1,0.023e-1,0.051e-1,6.532e-2,0.074e-2,0.062e-2,0.111e-2,4.748,0.059,0.057,0.100
2432,52.2,56.1,2.531e-1,0.013e-1,0.019e-1,0.042e-1,5.495e-2,0.066e-2,0.053e-2,0.094e-2,4.605,0.060,0.056,0.098
2432,56.1,60.3,2.085e-1,0.011e-1,0.016e-1,0.035e-1,4.377e-2,0.057e-2,0.043e-2,0.075e-2,4.764,0.067,0.059,0.102
2433,1.00,1.16,8.790e+2,0.039e+2,0.122e+2,0.392e+2,,,,,,,,
2433,1.16,1.33,8.637e+2,0.025e+2,0.088e+2,0.307e+2,,,,,,,,
2433,1.33,1.51,8.193e+2,0.021e+2,0.064e+2,0.235e+2,,,,,,,,
2433,1.51,1.71,7.663e+2,0.015e+2,0.050e+2,0.200e+2,,,,,,,,
2433,1.71,1.92,6.921e+2,0.013e+2,0.040e+2,0.163e+2,,,,,,,,
2433,1.92,2.15,6.127e+2,0.011e+2,0.032e+2,0.132e+2,7.259e+1,0.042e+1,0.060e+1,0.157e+1,8.441,0.051,0.082,0.246
2433,2.15,2.40,5.316e+2,0.009e+2,0.026e+2,0.106e+2,6.821e+1,0.036e+1,0.049e+1,0.130e+1,7.794,0.043,0.068,0.204
2433,2.40,2.67,4.589e+2,0.008e+2,0.021e+2,0.087e+2,6.163e+1,0.030e+1,0.041e+1,0.107e+1,7.447,0.038,0.061,0.180
2433,2.67,2.97,3.904e+2,0.006e+2,0.018e+2,0.068e+2,5.437e+1,0.025e+1,0.035e+1,0.090e+1,7.181,0.035,0.057,0.163
2433,2.97,3.29,3.301e+2,0.005e+2,0.015e+2,0.055e+2,4.795e+1,0.021e+1,0.029e+1,0.076e+1,6.885,0.032,0.052,0.150
2433,3.29,3.64,2.760e+2,0.004e+2,0.013e+2,0.045e+2,4.087e+1,0.017e+1,0.023e+1,0.064e+1,6.754,0.031,0.049,0.143
2433,3.64,4.02,2.291e+2,0.004e+2,0.011e+2,0.036e+2,3.468e+1,0.015e+1,0.018e+1,0.053e+1,6.608,0.030,0.046,0.137
2433,4.02,4.43,1.889e+2,0.003e+2,0.009e+2,0.029e+2,2.918e+1,0.012e+1,0.014e+1,0.044e+1,6.473,0.028,0.044,0.131
2433,4.43,4.88,1.548e+2,0.002e+2,0.007e+2,0.024e+2,2.437e+1,0.009e+1,0.012e+1,0.037e+1,6.353,0.026,0.042,0.127
2433,4.88,5.37,1.262e+2,0.002e+2,0.006e+2,0.018e+2,2.009e+1,0.008e+1,0.009e+1,0.030e+1,6.284,0.026,0.040,0.123
2433,5.37,5.90,1.025e+2,0.002e+2,0.004e+2,0.015e+2,1.659e+1,0.006e+1,0.007e+1,0.025e+1,6.181,0.026,0.037,0.119
2433,5.90,6.47,8.285e+1,0.012e+1,0.033e+1,0.117e+1,1.356e+1,0.005e+1,0.006e+1,0.020e+1,6.108,0.025,0.036,0.115
2433,6.47,7.09,6.712e+1,0.010e+1,0.026e+1,0.094e+1,1.106e+1,0.004e+1,0.005e+1,0.016e+1,6.070,0.025,0.036,0.114
2433,7.09,7.76,5.382e+1,0.008e+1,0.021e+1,0.075e+1,9.105e+0,0.035e+0,0.040e+0,0.133e+0,5.910,0.025,0.035,0.109
2433,7.76,8.48,4.355e+1,0.007e+1,0.017e+1,0.060e+1,7.379e+0,0.029e+0,0.034e+0,0.107e+0,5.902,0.025,0.035,0.109
2433,8.48,9.26,3.512e+1,0.006e+1,0.014e+1,0.048e+1,6.037e+0,0.025e+0,0.028e+0,0.088e+0,5.818,0.026,0.036,0.107
2433,9.26,10.1,2.812e+1,0.005e+1,0.011e+1,0.038e+1,4.884e+0,0.021e+0,0.024e+0,0.072e+0,5.758,0.026,0.037,0.106
2433,10.1,11.0,2.251e+1,0.004e+1,0.009e+1,0.031e+1,3.967e+0,0.018e+0,0.020e+0,0.058e+0,5.673,0.027,0.037,0.104
2433,11.0,12.0,1.808e+1,0.003e+1,0.008e+1,0.025e+1,3.209e+0,0.015e+0,0.017e+0,0.048e+0,5.633,0.028,0.039,0.103
2433,12.0,13.0,1.451e+1,0.003e+1,0.006e+1,0.020e+1,2.622e+0,0.013e+0,0.015e+0,0.039e+0,5.534,0.030,0.039,0.102
2433,13.0,14.1,1.172e+1,0.002e+1,0.005e+1,0.017e+1,2.138e+0,0.011e+0,0.013e+0,0.032e+0,5.483,0.031,0.041,0.102
2433,14.1,15.3,9.458e+0,0.020e+0,0.044e+0,0.134e+0,1.733e+0,0.009e+0,0.011e+0,0.026e+0,5.459,0.032,0.043,0.102
2433,15.3,16.6,7.594e+0,0.017e+0,0.037e+0,0.109e+0,1.414e+0,0.008e+0,0.009e+0,0.022e+0,5.372,0.032,0.044,0.102
2433,16.6,18.0,6.094e+0,0.014e+0,0.031e+0,0.089e+0,1.148e+0,0.007e+0,0.008e+0,0.018e+0,5.309,0.033,0.045,0.101
2433,18.0,19.5,4.914e+0,0.011e+0,0.025e+0,0.073e+0,9.338e-1,0.054e-1,0.068e-1,0.145e-1,5.262,0.033,0.047,0.101
2433,19.5,21.1,3.956e+0,0.009e+0,0.021e+0,0.059e+0,7.503e-1,0.045e-1,0.057e-1,0.117e-1,5.273,0.034,0.049,0.102
2433,21.1,22.8,3.192e+0,0.008e+0,0.018e+0,0.048e+0,6.207e-1,0.038e-1,0.048e-1,0.098e-1,5.143,0.034,0.049,0.100
2433,22.8,24.7,2.556e+0,0.006e+0,0.015e+0,0.039e+0,5.091e-1,0.032e-1,0.040e-1,0.081e-1,5.019,0.034,0.049,0.099
2433,24.7,26.7,2.045e+0,0.005e+0,0.012e+0,0.032e+0,4.101e-1,0.027e-1,0.033e-1,0.065e-1,4.988,0.035,0.050,0.098
2433,26.7,28.8,1.656e+0,0.005e+0,0.010e+0,0.025e+0,3.355e-1,0.024e-1,0.028e-1,0.054e-1,4.936,0.037,0.051,0.098
2433,28.8,31.1,1.336e+0,0.004e+0,0.008e+0,0.021e+0,2.728e-1,0.020e-1,0.023e-1,0.044e-1,4.898,0.039,0.051,0.098
2433,31.1,33.5,1.077e+0,0.004e+0,0.007e+0,0.017e+0,2.225e-1,0.018e-1,0.019e-1,0.036e-1,4.842,0.042,0.052,0.098
