bartels,R1,R2,p,p_stat,p_time,p_syst,He,He_stat,He_time,He_syst,p/He,p/He_stat,p/He_time,p/He_syst
2437,2.40,2.67,3.700e+2,0.007e+2,0.019e+2,0.070e+2,4.971e+1,0.028e+1,0.038e+1,0.088e+1,7.443,0.044,0.068,0.182
2437,2.67,2.97,3.177e+2,0.006e+2,0.016e+2,0.056e+2,4.490e+1,0.023e+1,0.033e+1,0.076e+1,7.076,0.039,0.063,0.163
2437,2.97,3.29,2.719e+2,0.005e+2,0.013e+2,0.046e+2,3.917e+1,0.019e+1,0.027e+1,0.064e+1,6.942,0.036,0.058,0.154
2437,3.29,3.64,2.307e+2,0.004e+2,0.011e+2,0.037e+2,3.400e+1,0.016e+1,0.021e+1,0.054e+1,6.784,0.034,0.054,0.146
2437,3.64,4.02,1.938e+2,0.003e+2,0.010e+2,0.031e+2,2.942e+1,0.014e+1,0.017e+1,0.046e+1,6.589,0.032,0.051,0.138
2437,4.02,4.43,1.621e+2,0.003e+2,0.008e+2,0.025e+2,2.514e+1,0.011e+1,0.014e+1,0.039e+1,6.448,0.030,0.048,0.132
2437,4.43,4.88,1.347e+2,0.002e+2,0.007e+2,0.021e+2,2.111e+1,0.009e+1,0.011e+1,0.032e+1,6.377,0.029,0.046,0.129
2437,4.88,5.37,1.109e+2,0.002e+2,0.005e+2,0.016e+2,1.784e+1,0.007e+1,0.009e+1,0.027e+1,6.216,0.027,0.042,0.123
2437,5.37,5.90,9.059e+1,0.014e+1,0.040e+1,0.130e+1,1.468e+1,0.006e+1,0.007e+1,0.022e+1,6.172,0.027,0.040,0.119
2437,5.90,6.47,7.399e+1,0.012e+1,0.031e+1,0.105e+1,1.223e+1,0.005e+1,0.006e+1,0.018e+1,6.049,0.026,0.038,0.115
2437,6.47,7.09,6.046e+1,0.009e+1,0.025e+1,0.085e+1,1.008e+1,0.004e+1,0.005e+1,0.015e+1,6.000,0.026,0.037,0.113
2437,7.09,7.76,4.912e+1,0.008e+1,0.020e+1,0.068e+1,8.351e+0,0.034e+0,0.038e+0,0.123e+0,5.882,0.025,0.036,0.109
2437,7.76,8.48,3.992e+1,0.006e+1,0.016e+1,0.056e+1,6.805e+0,0.028e+0,0.032e+0,0.099e+0,5.867,0.026,0.036,0.108
2437,8.48,9.26,3.238e+1,0.005e+1,0.013e+1,0.045e+1,5.581e+0,0.024e+0,0.027e+0,0.082e+0,5.801,0.026,0.037,0.107
2437,9.26,10.1,2.613e+1,0.004e+1,0.011e+1,0.036e+1,4.601e+0,0.020e+0,0.023e+0,0.068e+0,5.679,0.027,0.037,0.104
2437,10.1,11.0,2.119e+1,0.004e+1,0.009e+1,0.029e+1,3.759e+0,0.017e+0,0.020e+0,0.055e+0,5.637,0.028,0.038,0.103
2437,11.0,12.0,1.708e+1,0.003e+1,0.007e+1,0.023e+1,3.044e+0,0.014e+0,0.017e+0,0.045e+0,5.610,0.029,0.039,0.103
2437,12.0,13.0,1.375e+1,0.003e+1,0.006e+1,0.019e+1,2.496e+0,0.013e+0,0.014e+0,0.037e+0,5.507,0.030,0.040,0.102
2437,13.0,14.1,1.118e+1,0.002e+1,0.005e+1,0.016e+1,2.033e+0,0.011e+0,0.012e+0,0.030e+0,5.502,0.031,0.041,0.103
2437,14.1,15.3,9.047e+0,0.019e+0,0.044e+0,0.129e+0,1.659e+0,0.009e+0,0.010e+0,0.024e+0,5.454,0.032,0.043,0.102
2437,15.3,16.6,7.279e+0,0.016e+0,0.036e+0,0.105e+0,1.368e+0,0.008e+0,0.009e+0,0.021e+0,5.322,0.032,0.044,0.101
2437,16.6,18.0,5.858e+0,0.013e+0,0.030e+0,0.085e+0,1.110e+0,0.006e+0,0.008e+0,0.017e+0,5.279,0.033,0.045,0.101
2437,18.0,19.5,4.724e+0,0.011e+0,0.025e+0,0.070e+0,9.050e-1,0.053e-1,0.065e-1,0.140e-1,5.220,0.033,0.047,0.100
2437,19.5,21.1,3.819e+0,0.009e+0,0.021e+0,0.057e+0,7.301e-1,0.044e-1,0.055e-1,0.114e-1,5.231,0.034,0.049,0.101
2437,21.1,22.8,3.098e+0,0.008e+0,0.018e+0,0.047e+0,6.025e-1,0.037e-1,0.047e-1,0.095e-1,5.142,0.034,0.050,0.101
2437,22.8,24.7,2.494e+0,0.006e+0,0.015e+0,0.038e+0,4.907e-1,0.031e-1,0.039e-1,0.078e-1,5.082,0.034,0.050,0.100
2437,24.7,26.7,2.006e+0,0.005e+0,0.012e+0,0.031e+0,4.000e-1,0.026e-1,0.033e-1,0.064e-1,5.014,0.036,0.051,0.100
2437,26.7,28.8,1.623e+0,0.005e+0,0.010e+0,0.025e+0,3.305e-1,0.023e-1,0.028e-1,0.053e-1,4.909,0.037,0.052,0.098
2437,28.8,31.1,1.314e+0,0.004e+0,0.008e+0,0.021e+0,2.664e-1,0.020e-1,0.023e-1,0.043e-1,4.931,0.039,0.053,0.100
2437,31.1,33.5,1.067e+0,0.003e+0,0.007e+0,0.017e+0,2.193e-1,0.017e-1,0.020e-1,0.036e-1,4.863,0.042,0.054,0.099
2437,33.5,36.1,8.669e-1,0.030e-1,0.059e-1,0.136e-1,1.792e-1,0.015e-1,0.017e-1,0.030e-1,4.839,0.044,0.056,0.100
2437,36.1,38.9,7.081e-1,0.026e-1,0.049e-1,0.112e-1,1.491e-1,0.013e-1,0.014e-1,0.026e-1,4.750,0.046,0.056,0.099
2437,38.9,41.9,5.732e-1,0.023e-1,0.041e-1,0.091e-1,1.199e-1,0.011e-1,0.012e-1,0.020e-1,4.779,0.049,0.059,0.101
2437,41.9,45.1,4.710e-1,0.020e-1,0.034e-1,0.075e-1,9.671e-2,0.099e-2,0.100e-2,0.168e-2,4.870,0.054,0.062,0.104
2437,45.1,48.5,3.813e-1,0.017e-1,0.029e-1,0.062e-1,8.140e-2,0.088e-2,0.086e-2,0.143e-2,4.684,0.055,0.061,0.102
2437,48.5,52.2,3.117e-1,0.015e-1,0.024e-1,0.051e-1,6.504e-2,0.075e-2,0.071e-2,0.115e-2,4.792,0.060,0.064,0.105
2437,52.2,56.1,2.554e-1,0.013e-1,0.020e-1,0.043e-1,5.348e-2,0.066e-2,0.060e-2,0.096e-2,4.776,0.064,0.065,0.105
2437,56.1,60.3,2.089e-1,0.012e-1,0.017e-1,0.036e-1,4.481e-2,0.058e-2,0.051e-2,0.081e-2,4.661,0.066,0.065,0.104
2438,1.00,1.16,7.456e+2,0.037e+2,0.103e+2,0.332e+2,,,,,,,,
2438,1.16,1.33,7.391e+2,0.023e+2,0.074e+2,0.262e+2,,,,,,,,
2438,1.33,1.51,7.150e+2,0.020e+2,0.055e+2,0.205e+2,,,,,,,,
2438,1.51,1.71,6.731e+2,0.014e+2,0.043e+2,0.175e+2,,,,,,,,
2438,1.71,1.92,6.123e+2,0.012e+2,0.034e+2,0.144e+2,,,,,,,,
2438,1.92,2.15,5.487e+2,0.010e+2,0.028e+2,0.118e+2,6.545e+1,0.039e+1,0.051e+1,0.141e+1,8.383,0.052,0.078,0.243
2438,2.15,2.40,4.831e+2,0.009e+2,0.023e+2,0.097e+2,6.116e+1,0.033e+1,0.041e+1,0.116e+1,7.899,0.045,0.065,0.206
2438,2.40,2.67,4.200e+2,0.007e+2,0.019e+2,0.079e+2,5.622e+1,0.028e+1,0.035e+1,0.097e+1,7.471,0.040,0.057,0.179
2438,2.67,2.97,3.603e+2,0.006e+2,0.016e+2,0.063e+2,5.020e+1,0.024e+1,0.030e+1,0.082e+1,7.178,0.036,0.053,0.162
2438,2.97,3.29,3.067e+2,0.005e+2,0.013e+2,0.051e+2,4.414e+1,0.020e+1,0.024e+1,0.070e+1,6.950,0.033,0.049,0.151
2438,3.29,3.64,2.583e+2,0.004e+2,0.012e+2,0.042e+2,3.876e+1,0.017e+1,0.020e+1,0.060e+1,6.664,0.031,0.045,0.141
2438,3.64,4.02,2.166e+2,0.003e+2,0.010e+2,0.034e+2,3.298e+1,0.014e+1,0.016e+1,0.050e+1,6.567,0.030,0.043,0.135
2438,4.02,4.43,1.799e+2,0.003e+2,0.008e+2,0.028e+2,2.754e+1,0.011e+1,0.012e+1,0.042e+1,6.532,0.029,0.042,0.131
2438,4.43,4.88,1.487e+2,0.002e+2,0.007e+2,0.023e+2,2.337e+1,0.009e+1,0.010e+1,0.035e+1,6.362,0.027,0.040,0.126
2438,4.88,5.37,1.217e+2,0.002e+2,0.005e+2,0.018e+2,1.937e+1,0.008e+1,0.008e+1,0.028e+1,6.281,0.026,0.037,0.122
2438,5.37,5.90,9.868e+1,0.015e+1,0.040e+1,0.141e+1,1.600e+1,0.006e+1,0.006e+1,0.024e+1,6.167,0.026,0.035,0.118
2438,5.90,6.47,8.033e+1,0.012e+1,0.031e+1,0.113e+1,1.318e+1,0.005e+1,0.005e+1,0.019e+1,6.093,0.025,0.033,0.114
2438,6.47,7.09,6.532e+1,0.010e+1,0.025e+1,0.091e+1,1.094e+1,0.004e+1,0.004e+1,0.016e+1,5.968,0.024,0.032,0.111
2438,7.09,7.76,5.290e+1,0.008e+1,0.020e+1,0.073e+1,8.925e+0,0.034e+0,0.035e+0,0.130e+0,5.927,0.024,0.032,0.109
2438,7.76,8.48,4.268e+1,0.007e+1,0.016e+1,0.059e+1,7.266e+0,0.029e+0,0.029e+0,0.105e+0,5.875,0.025,0.032,0.107
2438,8.48,9.26,3.434e+1,0.005e+1,0.013e+1,0.047e+1,5.917e+0,0.024e+0,0.025e+0,0.086e+0,5.804,0.025,0.033,0.105
2438,9.26,10.1,2.772e+1,0.005e+1,0.011e+1,0.038e+1,4.847e+0,0.021e+0,0.021e+0,0.070e+0,5.719,0.026,0.033,0.104
2438,10.1,11.0,2.227e+1,0.004e+1,0.009e+1,0.030e+1,3.926e+0,0.018e+0,0.018e+0,0.057e+0,5.672,0.027,0.034,0.103
2438,11.0,12.0,1.784e+1,0.003e+1,0.007e+1,0.024e+1,3.166e+0,0.015e+0,0.015e+0,0.046e+0,5.636,0.028,0.035,0.102
2438,12.0,13.0,1.438e+1,0.003e+1,0.006e+1,0.020e+1,2.580e+0,0.013e+0,0.013e+0,0.038e+0,5.572,0.030,0.036,0.102
2438,13.0,14.1,1.160e+1,0.002e+1,0.005e+1,0.016e+1,2.134e+0,0.011e+0,0.011e+0,0.031e+0,5.437,0.030,0.036,0.100
2438,14.1,15.3,9.359e+0,0.020e+0,0.042e+0,0.132e+0,1.715e+0,0.009e+0,0.009e+0,0.025e+0,5.458,0.031,0.038,0.100
2438,15.3,16.6,7.561e+0,0.017e+0,0.035e+0,0.108e+0,1.397e+0,0.008e+0,0.008e+0,0.021e+0,5.414,0.032,0.040,0.100
2438,16.6,18.0,6.032e+0,0.014e+0,0.029e+0,0.087e+0,1.137e+0,0.006e+0,0.007e+0,0.017e+0,5.305,0.032,0.041,0.099
2438,18.0,19.5,4.857e+0,0.011e+0,0.024e+0,0.071e+0,9.280e-1,0.053e-1,0.058e-1,0.140e-1,5.234,0.032,0.042,0.098
2438,19.5,21.1,3.910e+0,0.009e+0,0.020e+0,0.058e+0,7.496e-1,0.044e-1,0.049e-1,0.114e-1,5.217,0.033,0.043,0.098
2438,21.1,22.8,3.174e+0,0.008e+0,0.017e+0,0.048e+0,6.128e-1,0.037e-1,0.041e-1,0.094e-1,5.179,0.034,0.044,0.099
2438,22.8,24.7,2.541e+0,0.006e+0,0.014e+0,0.038e+0,4.975e-1,0.031e-1,0.034e-1,0.076e-1,5.107,0.034,0.045,0.098
2438,24.7,26.7,2.041e+0,0.005e+0,0.011e+0,0.031e+0,4.099e-1,0.027e-1,0.029e-1,0.063e-1,4.979,0.035,0.045,0.096
2438,26.7,28.8,1.644e+0,0.005e+0,0.010e+0,0.025e+0,3.306e-1,0.023e-1,0.024e-1,0.051e-1,4.971,0.038,0.046,0.096
2438,28.8,31.1,1.334e+0,0.004e+0,0.008e+0,0.021e+0,2.677e-1,0.020e-1,0.020e-1,0.042e-1,4.983,0.040,0.048,0.098
2438,31.1,33.5,1.078e+0,0.004e+0,0.007e+0,0.017e+0,2.214e-1,0.018e-1,0.017e-1,0.035e-1,4.871,0.042,0.048,0.096
2438,33.5,36.1,8.744e-1,0.030e-1,0.055e-1,0.135e-1,1.821e-1,0.015e-1,0.015e-1,0.030e-1,4.803,0.044,0.049,0.096
2438,36.1,38.9,7.135e-1,0.026e-1,0.046e-1,0.111e-1,1.469e-1,0.013e-1,0.012e-1,0.024e-1,4.856,0.047,0.051,0.098
2438,38.9,41.9,5.788e-1,0.023e-1,0.038e-1,0.090e-1,1.211e-1,0.012e-1,0.010e-1,0.019e-1,4.778,0.049,0.051,0.097
2438,41.9,45.1,4.690e-1,0.020e-1,0.032e-1,0.074e-1,9.783e-2,0.100e-2,0.085e-2,0.161e-2,4.794,0.053,0.053,0.098
2438,45.1,48.5,3.845e-1,0.018e-1,0.027e-1,0.061e-1,8.170e-2,0.088e-2,0.073e-2,0.136e-2,4.706,0.055,0.053,0.098
2438,48.5,52.2,3.124e-1,0.015e-1,0.022e-1,0.051e-1,6.619e-2,0.076e-2,0.061e-2,0.111e-2,4.720,0.059,0.055,0.099
2438,52.2,56.1,2.552e-1,0.013e-1,0.019e-1,0.042e-1,5.415e-2,0.067e-2,0.051e-2,0.092e-2,4.713,0.063,0.056,0.099
2438,56.1,60.3,2.092e-1,0.012e-1,0.015e-1,0.035e-1,4.421e-2,0.058e-2,0.042e-2,0.075e-2,4.732,0.067,0.057,0.100
2439,1.00,1.16,7.919e+2,0.040e+2,0.115e+2,0.355e+2,,,,,,,,
2439,1.16,1.33,7.772e+2,0.024e+2,0.082e+2,0.277e+2,,,,,,,,
2439,1.33,1.51,7.493e+2,0.021e+2,0.061e+2,0.216e+2,,,,,,,,
2439,1.51,1.71,7.013e+2,0.015e+2,0.047e+2,0.183e+2,,,,,,,,
2439,1.71,1.92,6.388e+2,0.013e+2,0.037e+2,0.151e+2,,,,,,,,
2439,1.92,2.15,5.711e+2,0.011e+2,0.030e+2,0.123e+2,6.720e+1,0.040e+1,0.057e+1,0.146e+1,8.498,0.053,0.085,0.248
2439,2.15,2.40,5.001e+2,0.009e+2,0.024e+2,0.100e+2,6.377e+1,0.035e+1,0.047e+1,0.122e+1,7.841,0.045,0.069,0.206
2439,2.40,2.67,4.325e+2,0.007e+2,0.020e+2,0.082e+2,5.772e+1,0.029e+1,0.039e+1,0.101e+1,7.493,0.040,0.062,0.181
2439,2.67,2.97,3.705e+2,0.006e+2,0.017e+2,0.065e+2,5.145e+1,0.024e+1,0.034e+1,0.085e+1,7.202,0.036,0.057,0.164
2439,2.97,3.29,3.139e+2,0.005e+2,0.014e+2,0.052e+2,4.519e+1,0.020e+1,0.027e+1,0.072e+1,6.946,0.033,0.052,0.152
2439,3.29,3.64,2.645e+2,0.004e+2,0.012e+2,0.043e+2,3.922e+1,0.017e+1,0.022e+1,0.062e+1,6.745,0.031,0.049,0.143
2439,3.64,4.02,2.213e+2,0.003e+2,0.010e+2,0.035e+2,3.354e+1,0.014e+1,0.017e+1,0.052e+1,6.598,0.030,0.046,0.137
2439,4.02,4.43,1.836e+2,0.003e+2,0.009e+2,0.028e+2,2.832e+1,0.012e+1,0.014e+1,0.043e+1,6.484,0.028,0.044,0.131
2439,4.43,4.88,1.511e+2,0.002e+2,0.007e+2,0.023e+2,2.355e+1,0.009e+1,0.011e+1,0.035e+1,6.418,0.027,0.042,0.128
2439,4.88,5.37,1.239e+2,0.002e+2,0.005e+2,0.018e+2,1.955e+1,0.008e+1,0.009e+1,0.029e+1,6.336,0.026,0.040,0.124
2439,5.37,5.90,1.001e+2,0.001e+2,0.004e+2,0.014e+2,1.610e+1,0.006e+1,0.007e+1,0.024e+1,6.220,0.026,0.037,0.119
2439,5.90,6.47,8.156e+1,0.012e+1,0.032e+1,0.115e+1,1.333e+1,0.005e+1,0.006e+1,0.019e+1,6.117,0.025,0.036,0.115
2439,6.47,7.09,6.605e+1,0.010e+1,0.025e+1,0.092e+1,1.097e+1,0.004e+1,0.005e+1,0.016e+1,6.023,0.025,0.035,0.113
2439,7.09,7.76,5.323e+1,0.008e+1,0.020e+1,0.074e+1,8.995e+0,0.035e+0,0.040e+0,0.132e+0,5.918,0.024,0.034,0.109
2439,7.76,8.48,4.301e+1,0.007e+1,0.016e+1,0.060e+1,7.349e+0,0.029e+0,0.034e+0,0.107e+0,5.853,0.025,0.035,0.108
2439,8.48,9.26,3.460e+1,0.005e+1,0.013e+1,0.048e+1,5.937e+0,0.024e+0,0.028e+0,0.087e+0,5.828,0.026,0.036,0.107
2439,9.26,10.1,2.778e+1,0.005e+1,0.011e+1,0.038e+1,4.872e+0,0.021e+0,0.024e+0,0.072e+0,5.702,0.026,0.036,0.104
2439,10.1,11.0,2.236e+1,0.004e+1,0.009e+1,0.030e+1,3.948e+0,0.018e+0,0.020e+0,0.058e+0,5.664,0.027,0.037,0.103
2439,11.0,12.0,1.791e+1,0.003e+1,0.007e+1,0.024e+1,3.209e+0,0.015e+0,0.017e+0,0.048e+0,5.580,0.028,0.038,0.102
2439,12.0,13.0,1.443e+1,0.003e+1,0.006e+1,0.020e+1,2.596e+0,0.013e+0,0.015e+0,0.039e+0,5.559,0.030,0.039,0.103
2439,13.0,14.1,1.164e+1,0.002e+1,0.005e+1,0.016e+1,2.128e+0,0.011e+0,0.013e+0,0.032e+0,5.470,0.030,0.040,0.102
2439,14.1,15.3,9.381e+0,0.020e+0,0.043e+0,0.133e+0,1.738e+0,0.009e+0,0.011e+0,0.026e+0,5.398,0.031,0.042,0.101
2439,15.3,16.6,7.524e+0,0.016e+0,0.036e+0,0.107e+0,1.411e+0,0.008e+0,0.009e+0,0.021e+0,5.334,0.032,0.043,0.101
2439,16.6,18.0,6.028e+0,0.014e+0,0.029e+0,0.087e+0,1.133e+0,0.006e+0,0.008e+0,0.018e+0,5.318,0.033,0.045,0.101
2439,18.0,19.5,4.832e+0,0.011e+0,0.024e+0,0.071e+0,9.134e-1,0.053e-1,0.066e-1,0.141e-1,5.290,0.033,0.047,0.101
2439,19.5,21.1,3.909e+0,0.009e+0,0.020e+0,0.058e+0,7.579e-1,0.045e-1,0.057e-1,0.119e-1,5.158,0.033,0.047,0.099
2439,21.1,22.8,3.163e+0,0.008e+0,0.017e+0,0.048e+0,6.168e-1,0.038e-1,0.048e-1,0.097e-1,5.128,0.034,0.048,0.100
2439,22.8,24.7,2.547e+0,0.006e+0,0.014e+0,0.039e+0,5.053e-1,0.031e-1,0.040e-1,0.080e-1,5.041,0.033,0.049,0.099
2439,24.7,26.7,2.030e+0,0.005e+0,0.012e+0,0.031e+0,4.071e-1,0.027e-1,0.033e-1,0.065e-1,4.988,0.035,0.049,0.098
2439,26.7,28.8,1.644e+0,0.005e+0,0.010e+0,0.025e+0,3.290e-1,0.023e-1,0.027e-1,0.052e-1,4.995,0.038,0.051,0.099
2439,28.8,31.1,1.333e+0,0.004e+0,0.008e+0,0.021e+0,2.700e-1,0.020e-1,0.023e-1,0.044e-1,4.938,0.039,0.051,0.099
2439,31.1,33.5,1.078e+0,0.004e+0,0.007e+0,0.017e+0,2.211e-1,0.018e-1,0.019e-1,0.036e-1,4.878,0.042,0.052,0.098
2439,33.5,36.1,8.759e-1,0.030e-1,0.056e-1,0.136e-1,1.769e-1,0.015e-1,0.016e-1,0.030e-1,4.952,0.045,0.054,0.101
2439,36.1,38.9,7.134e-1,0.026e-1,0.047e-1,0.111e-1,1.500e-1,0.013e-1,0.014e-1,0.025e-1,4.757,0.046,0.053,0.098
2439,38.9,41.9,5.789e-1,0.023e-1,0.039e-1,0.091e-1,1.190e-1,0.011e-1,0.011e-1,0.020e-1,4.866,0.051,0.056,0.101
2439,41.9,45.1,4.690e-1,0.020e-1,0.032e-1,0.074e-1,9.783e-2,0.100e-2,0.094e-2,0.166e-2,4.794,0.053,0.057,0.100
2439,45.1,48.5,3.807e-1,0.017e-1,0.027e-1,0.061e-1,7.934e-2,0.087e-2,0.078e-2,0.136e-2,4.798,0.057,0.058,0.102
2439,48.5,52.2,3.123e-1,0.015e-1,0.023e-1,0.051e-1,6.527e-2,0.076e-2,0.065e-2,0.113e-2,4.784,0.060,0.059,0.102
2439,52.2,56.1,2.542e-1,0.013e-1,0.019e-1,0.042e-1,5.385e-2,0.067e-2,0.055e-2,0.094e-2,4.720,0.063,0.060,0.101
2439,56.1,60.3,2.075e-1,0.012e-1,0.016e-1,0.035e-1,4.536e-2,0.059e-2,0.047e-2,0.080e-2,4.573,0.064,0.059,0.099
2440,1.00,1.16,7.404e+2,0.035e+2,0.101e+2,0.330e+2,,,,,,,,
2440,1.16,1.33,7.265e+2,0.023e+2,0.073e+2,0.258e+2,,,,,,,,
2440,1.33,1.51,6.965e+2,0.020e+2,0.054e+2,0.200e+2,,,,,,,,
2440,1.51,1.71,6.544e+2,0.014e+2,0.043e+2,0.170e+2,,,,,,,,
2440,1.71,1.92,5.945e+2,0.012e+2,0.034e+2,0.140e+2,,,,,,,,
2440,1.92,2.15,5.315e+2,0.010e+2,0.027e+2,0.114e+2,6.335e+1,0.039e+1,0.059e+1,0.140e+1,8.390,0.053,0.089,0.247
2440,2.15,2.40,4.680e+2,0.008e+2,0.023e+2,0.094e+2,5.945e+1,0.033e+1,0.047e+1,0.115e+1,7.872,0.046,0.073,0.208
2440,2.40,2.67,4.070e+2,0.007e+2,0.019e+2,0.077e+2,5.442e+1,0.028e+1,0.040e+1,0.096e+1,7.479,0.040,0.064,0.182
2440,2.67,2.97,3.511e+2,0.006e+2,0.016e+2,0.061e+2,4.856e+1,0.023e+1,0.034e+1,0.081e+1,7.230,0.037,0.060,0.166
2440,2.97,3.29,2.977e+2,0.005e+2,0.013e+2,0.050e+2,4.274e+1,0.020e+1,0.028e+1,0.069e+1,6.965,0.034,0.055,0.153
2440,3.29,3.64,2.518e+2,0.004e+2,0.011e+2,0.041e+2,3.751e+1,0.017e+1,0.022e+1,0.060e+1,6.712,0.031,0.050,0.143
2440,3.64,4.02,2.110e+2,0.003e+2,0.010e+2,0.033e+2,3.200e+1,0.014e+1,0.018e+1,0.050e+1,6.595,0.030,0.048,0.137
2440,4.02,4.43,1.757e+2,0.003e+2,0.008e+2,0.027e+2,2.707e+1,0.011e+1,0.014e+1,0.041e+1,6.491,0.029,0.046,0.132
2440,4.43,4.88,1.450e+2,0.002e+2,0.007e+2,0.022e+2,2.262e+1,0.009e+1,0.012e+1,0.034e+1,6.410,0.027,0.044,0.128
2440,4.88,5.37,1.188e+2,0.002e+2,0.005e+2,0.017e+2,1.873e+1,0.007e+1,0.009e+1,0.028e+1,6.343,0.027,0.041,0.125
2440,5.37,5.90,9.686e+1,0.015e+1,0.039e+1,0.138e+1,1.568e+1,0.006e+1,0.007e+1,0.023e+1,6.178,0.026,0.038,0.119
2440,5.90,6.47,7.894e+1,0.012e+1,0.031e+1,0.111e+1,1.295e+1,0.005e+1,0.006e+1,0.019e+1,6.096,0.026,0.037,0.115
2440,6.47,7.09,6.405e+1,0.010e+1,0.024e+1,0.089e+1,1.063e+1,0.004e+1,0.005e+1,0.016e+1,6.024,0.025,0.036,0.113
2440,7.09,7.76,5.188e+1,0.008e+1,0.020e+1,0.072e+1,8.744e+0,0.034e+0,0.040e+0,0.129e+0,5.933,0.025,0.035,0.110
2440,7.76,8.48,4.199e+1,0.006e+1,0.016e+1,0.058e+1,7.133e+0,0.029e+0,0.034e+0,0.104e+0,5.888,0.025,0.036,0.109
2440,8.48,9.26,3.386e+1,0.005e+1,0.013e+1,0.047e+1,5.834e+0,0.024e+0,0.029e+0,0.086e+0,5.803,0.026,0.036,0.107
2440,9.26,10.1,2.726e+1,0.005e+1,0.011e+1,0.037e+1,4.770e+0,0.021e+0,0.024e+0,0.070e+0,5.715,0.026,0.037,0.105
2440,10.1,11.0,2.191e+1,0.004e+1,0.009e+1,0.030e+1,3.861e+0,0.018e+0,0.020e+0,0.057e+0,5.675,0.028,0.038,0.104
2440,11.0,12.0,1.760e+1,0.003e+1,0.007e+1,0.024e+1,3.156e+0,0.015e+0,0.017e+0,0.047e+0,5.577,0.028,0.038,0.102
2440,12.0,13.0,1.419e+1,0.003e+1,0.006e+1,0.019e+1,2.563e+0,0.013e+0,0.015e+0,0.038e+0,5.537,0.030,0.040,0.103
2440,13.0,14.1,1.150e+1,0.002e+1,0.005e+1,0.016e+1,2.096e+0,0.011e+0,0.013e+0,0.031e+0,5.486,0.031,0.041,0.102
2440,14.1,15.3,9.273e+0,0.020e+0,0.042e+0,0.131e+0,1.705e+0,0.009e+0,0.011e+0,0.025e+0,5.438,0.032,0.042,0.102
2440,15.3,16.6,7.460e+0,0.016e+0,0.035e+0,0.106e+0,1.389e+0,0.008e+0,0.009e+0,0.021e+0,5.369,0.032,0.044,0.102
2440,16.6,18.0,6.000e+0,0.014e+0,0.029e+0,0.087e+0,1.127e+0,0.006e+0,0.008e+0,0.018e+0,5.323,0.033,0.046,0.102
2440,18.0,19.5,4.822e+0,0.011e+0,0.024e+0,0.071e+0,9.267e-1,0.054e-1,0.068e-1,0.144e-1,5.203,0.032,0.046,0.100
2440,19.5,21.1,3.882e+0,0.009e+0,0.020e+0,0.058e+0,7.488e-1,0.045e-1,0.058e-1,0.118e-1,5.184,0.033,0.048,0.100
2440,21.1,22.8,3.134e+0,0.008e+0,0.017e+0,0.047e+0,6.119e-1,0.038e-1,0.048e-1,0.097e-1,5.122,0.034,0.049,0.100
2440,22.8,24.7,2.519e+0,0.006e+0,0.014e+0,0.038e+0,4.993e-1,0.031e-1,0.040e-1,0.079e-1,5.044,0.034,0.049,0.099
2440,24.7,26.7,2.030e+0,0.005e+0,0.012e+0,0.031e+0,4.067e-1,0.027e-1,0.034e-1,0.065e-1,4.991,0.036,0.050,0.099
2440,26.7,28.8,1.640e+0,0.005e+0,0.010e+0,0.025e+0,3.312e-1,0.023e-1,0.028e-1,0.053e-1,4.950,0.038,0.052,0.099
2440,28.8,31.1,1.322e+0,0.004e+0,0.008e+0,0.020e+0,2.695e-1,0.020e-1,0.024e-1,0.044e-1,4.906,0.039,0.052,0.099
2440,31.1,33.5,1.076e+0,0.004e+0,0.007e+0,0.017e+0,2.234e-1,0.018e-1,0.020e-1,0.037e-1,4.820,0.041,0.053,0.098
2440,33.5,36.1,8.695e-1,0.030e-1,0.056e-1,0.135e-1,1.789e-1,0.015e-1,0.017e-1,0.030e-1,4.860,0.045,0.055,0.100
2440,36.1,38.9,7.132e-1,0.026e-1,0.047e-1,0.111e-1,1.503e-1,0.013e-1,0.014e-1,0.026e-1,4.746,0.046,0.055,0.099
2440,38.9,41.9,5.787e-1,0.023e-1,0.039e-1,0.091e-1,1.226e-1,0.012e-1,0.012e-1,0.021e-1,4.720,0.049,0.057,0.099
2440,41.9,45.1,4.694e-1,0.020e-1,0.032e-1,0.074e-1,9.774e-2,0.101e-2,0.100e-2,0.169e-2,4.802,0.054,0.059,0.102
2440,45.1,48.5,3.830e-1,0.018e-1,0.027e-1,0.061e-1,8.174e-2,0.089e-2,0.086e-2,0.143e-2,4.686,0.055,0.059,0.101
2440,48.5,52.2,3.121e-1,0.015e-1,0.023e-1,0.051e-1,6.553e-2,0.076e-2,0.071e-2,0.116e-2,4.762,0.060,0.062,0.103
2440,52.2,56.1,2.541e-1,0.013e-1,0.019e-1,0.042e-1,5.554e-2,0.068e-2,0.061e-2,0.099e-2,4.574,0.061,0.061,0.100
2440,56.1,60.3,2.096e-1,0.012e-1,0.016e-1,0.035e-1,4.476e-2,0.059e-2,0.050e-2,0.081e-2,4.683,0.067,0.063,0.103
2441,1.00,1.16,6.951e+2,0.034e+2,0.096e+2,0.310e+2,,,,,,,,
2441,1.16,1.33,6.977e+2,0.022e+2,0.070e+2,0.248e+2,,,,,,,,
